PROBEID	ENTREZID	SYMBOL
1442057_at	98247	AA986695
1442058_s_at	19183	Psmc3ip
1442059_at	14359	Fxr1
1442060_at	213760	Prepl
1442061_at	238386	Btbd7
1442062_at	17126	Smad2
1442063_at	77739	Adamtsl1
1442064_at	106817	AW556556
1442065_at	70497	Arhgap17
1442066_at	319352	Pianp
1442067_at	NA	NA
1442068_at	100504135	Gm20081
1442069_at	28042	Ept1
1442070_at	17354	Mllt10
1442071_at	24015	Abce1
1442072_at	244895	Peak1
1442073_at	16329	Inpp1
1442074_at	NA	NA
1442075_at	102027	AI314604
1442076_at	12808	Cobl
1442077_at	15551|76963	Htr1b|2310076G05Rik
1442078_at	NA	NA
1442079_at	208449	Sgms1
1442080_at	NA	NA
1442081_at	105590	Zfp957
1442082_at	12267	C3ar1
1442083_at	208606	Rsrc2
1442084_at	66801	Prkrip1
1442085_at	234135	Whsc1l1
1442086_at	NA	NA
1442087_at	15078	H3f3a
1442088_at	100048985|77748	Gm14321|9230111E07Rik
1442089_at	100040248	Gm11563
1442090_at	100504061	8030451A03Rik
1442091_at	NA	NA
1442092_at	211651	Fancd2
1442093_at	242669	Azin2
1442094_at	66262	Ing5
1442095_at	211961	Asxl3
1442096_at	231296	Lrrc66
1442097_at	102635020	Gm32461
1442098_at	106337	AU022434
1442099_at	76179	Usp31
1442100_at	101490	Inpp5f
1442101_at	243312	Elfn1
1442102_at	NA	NA
1442103_at	71175	Nipbl
1442104_at	NA	NA
1442105_at	237353	Sh3rf3
1442106_at	104806	Fancm
1442107_at	286940	Flnb
1442108_at	57751	Rnf25
1442109_at	NA	NA
1442110_at	69726	Smyd3
1442111_at	320461	D430033H22Rik
1442112_at	228545	Vps18
1442113_at	229722	5330417C22Rik
1442114_at	74254	Gpn1
1442115_at	667742	Piezo2
1442116_at	381413	Gpr176
1442117_at	102639606	Gm35878
1442118_at	NA	NA
1442119_at	100653	AI449212
1442120_at	100038502	G730007D18Rik
1442121_at	74100	Arpp21
1442122_at	102916	AI451458
1442123_at	100503827	Tnfsf13os
1442124_at	230696	AU022252
1442125_at	79264	Krit1
1442126_at	NA	NA
1442127_at	NA	NA
1442128_at	NA	NA
1442129_at	67705	1810058I24Rik
1442130_at	209488	Hsh2d
1442131_at	100503166	1700048M11Rik
1442132_at	NA	NA
1442133_at	211488	Ado
1442134_at	270906	Prr11
1442135_at	211488	Ado
1442136_at	70797	Ankib1
1442137_at	70252	Jpx
1442138_at	436090	Gpr62
1442139_at	NA	NA
1442140_at	329278	Tnn
1442141_at	NA	NA
1442142_at	214764	Edrf1
1442143_at	320091	Ano4
1442144_at	NA	NA
1442145_at	224088	Atp13a3
1442146_at	NA	NA
1442147_at	NA	NA
1442148_at	101739	Psip1
1442149_at	207592	Tbc1d16
1442150_at	NA	NA
1442151_at	414113	D230040A04Rik
1442152_at	319960	4930513N10Rik
1442153_at	NA	NA
1442154_at	22184	Zrsr2
1442155_at	666737	4632427E13Rik
1442156_at	319887	E030030I06Rik
1442157_at	77834	A930041H05Rik
1442158_at	328329	Mast4
1442159_at	51843	D2Ertd48e
1442160_at	329731	Fam19a3
1442161_at	18518	Igbp1
1442162_at	66894	Wwp2
1442163_at	NA	NA
1442164_at	66352	Blzf1
1442165_at	78795	Armc9
1442166_at	240058	Cpne5
1442167_at	76884	Cyfip2
1442168_at	320380	A230071A22Rik
1442169_at	22359	Vldlr
1442170_at	NA	NA
1442171_at	56194	Prpf40a
1442172_at	106042	Prickle1
1442173_at	213109	Phf3
1442174_at	241556	Tspan18
1442175_at	117600	Srgap1
1442176_at	71371	Arid5b
1442177_at	104245	Slc6a5
1442178_at	NA	NA
1442179_at	319723	9430053O09Rik
1442180_at	239133	Dleu7
1442181_at	NA	NA
1442182_at	100503724|67713	Dnajc19-ps|Dnajc19
1442183_at	236069|70005	Gm13238|Znf41-ps
1442184_at	NA	NA
1442185_at	NA	NA
1442186_at	246103	Atxn7
1442187_at	12062	Bdkrb2
1442188_at	NA	NA
1442189_at	NA	NA
1442190_at	102636681	Gm11342
1442191_at	192136	Sugct
1442192_at	22171	Tyms
1442193_at	320514	A430028G04Rik
1442194_at	100801	AU018552
1442195_at	554160	BB283564
1442196_at	100503120	A930006K02Rik
1442197_at	102540	AI480624
1442198_at	NA	NA
1442199_at	547431	Btnl2
1442200_at	NA	NA
1442201_at	NA	NA
1442202_at	212427|381280	A730008H23Rik|Hjurp
1442203_at	14667	Gm2a
1442204_at	NA	NA
1442205_at	NA	NA
1442206_at	320772	Mdga2
1442207_at	73683	Atg16l2
1442208_at	20273	Scn8a
1442209_at	NA	NA
1442210_at	73422	Prox2
1442211_at	97149	C78893
1442212_at	12874	Cpd
1442213_at	552908	LOC552908
1442214_at	NA	NA
1442215_at	319757	Smo
1442216_at	NA	NA
1442217_at	NA	NA
1442218_at	338372	Map3k9
1442219_at	666926	Gm8369
1442220_at	102640223	Gm36343
1442221_at	NA	NA
1442222_at	15975	Ifnar1
1442223_at	13800	Enah
1442224_at	NA	NA
1442225_at	NA	NA
1442226_at	20349	Sema3e
1442227_at	NA	NA
1442228_at	NA	NA
1442229_at	18511	Pax9
1442230_at	NA	NA
1442231_at	101637	AI616248
1442232_at	319470	C530025M09Rik
1442233_at	NA	NA
1442234_at	102639656	Gm35915
1442235_at	54711	Plagl2
1442236_at	65098	Zfand6
1442237_at	NA	NA
1442238_a_at	319991	Kif6
1442239_at	NA	NA
1442240_at	22083	Ctr9
1442241_at	NA	NA
1442242_at	232941	Ppm1n
1442243_at	18628	Per3
1442244_at	12695	Inadl
1442245_at	NA	NA
1442246_at	668224	Gm9054
1442247_at	192651	Zfp286
1442248_at	NA	NA
1442249_at	NA	NA
1442250_at	NA	NA
1442251_at	70675	Vcpip1
1442252_at	16553	Kif13a
1442253_at	13871	Ercc2
1442254_at	NA	NA
1442255_at	NA	NA
1442256_at	18753	Prkcd
1442257_at	NA	NA
1442258_at	66887	Lonp2
1442259_at	73469	Rnf38
1442260_at	226751	Cdc42bpa
1442261_at	238725	Gpr150
1442262_at	102639488	Gm35792
1442263_at	246709	Rgs13
1442264_at	19395	Rasgrp2
1442265_at	14088	Fancc
1442266_at	106250	AI662175
1442267_at	20913	Stxbp4
1442268_a_at	102632394	Gm26910
1442269_at	102632394	Gm26910
1442270_at	NA	NA
1442271_at	75786	Ckap5
1442272_at	270049	Galntl6
1442273_at	320696	Ccdc158
1442274_at	108672	Zdhhc15
1442275_at	330820	4933402J07Rik
1442276_at	NA	NA
1442277_at	12660	Chka
1442278_at	75605	Kdm5b
1442279_at	NA	NA
1442280_at	51944	Knstrn
1442281_at	NA	NA
1442282_at	625068	Vmn2r84
1442283_at	NA	NA
1442284_at	20227	Sart1
1442285_at	319565	Syne2
1442286_at	NA	NA
1442287_at	NA	NA
1442288_at	11749	Anxa6
1442289_at	75316	Taf1d
1442290_at	433490	Defb45
1442291_at	53978	Lpar2
1442292_at	73341	Arhgef6
1442293_at	78455	Helz
1442294_at	208079	A530053G22Rik
1442295_at	76709	Arpc2
1442296_at	73674	Wdr75
1442297_at	101923	BB212172
1442298_at	NA	NA
1442299_at	94064	Mrpl27
1442300_at	22095	Tshr
1442301_at	100503357	AW060742
1442302_at	268395	Mpg
1442303_at	102638888	LOC102638888
1442304_at	100042588	Gm3916
1442305_at	56055	Gtpbp2
1442306_at	NA	NA
1442307_at	NA	NA
1442308_at	319822	Smyd4
1442309_at	NA	NA
1442310_at	18718	Pip4k2a
1442311_at	NA	NA
1442312_at	81004	Tbl1xr1
1442313_at	NA	NA
1442314_at	227699	Nup188
1442315_at	17301	Foxd2
1442316_x_at	27223	Trp53bp1
1442317_at	NA	NA
1442318_at	NA	NA
1442319_at	22258	Usp4
1442320_at	553096	LOC553096
1442321_at	52245	Commd2
1442322_at	NA	NA
1442323_at	NA	NA
1442324_at	NA	NA
1442325_at	224617	Tbc1d24
1442326_at	11994	Pcdh15
1442327_at	100042434|386626|76803	Gm3844|Zfp640|2410141K09Rik
1442328_at	14814	Grin2d
1442329_at	55947	Dclre1a
1442330_at	51796	Srrm1
1442331_at	NA	NA
1442332_at	NA	NA
1442333_a_at	20274	Scn9a
1442334_at	100040854|100040861|545693	Gm13040|Gm13057|Gm13043
1442335_at	NA	NA
1442336_at	NA	NA
1442337_at	NA	NA
1442338_at	NA	NA
1442339_at	268885	Stfa2l1
1442340_x_at	16007	Cyr61
1442341_at	545156	Kalrn
1442342_at	83395	Sp6
1442343_at	NA	NA
1442344_at	NA	NA
1442345_at	67327	1700031L13Rik
1442346_at	NA	NA
1442347_at	16975	Lrp8
1442348_at	231912	Katnal1
1442349_at	235386	Hykk
1442350_at	NA	NA
1442351_a_at	227622	BC029214
1442352_at	319244	9430091N11Rik
1442353_at	16434	Itpa
1442354_at	319527	B230325K18Rik
1442355_at	546100	Gm5914
1442356_at	29808	Mga
1442357_at	207212	Arhgef17
1442358_at	101447	AA409587
1442359_at	74051	Steap2
1442360_at	NA	NA
1442361_at	NA	NA
1442362_at	226720	Becn2
1442363_at	68617	Mtcl1
1442364_at	26416	Mapk14
1442365_at	NA	NA
1442366_at	NA	NA
1442367_at	320940	Atp11c
1442368_at	207474	Kctd12b
1442369_at	320971	4832406H04Rik
1442370_at	14812	Grin2b
1442371_at	56873	Lmbr1
1442372_at	NA	NA
1442373_at	NA	NA
1442374_at	51873	D2Ertd127e
1442375_at	NA	NA
1442376_at	226251	Ablim1
1442377_at	100504141	Gm20083
1442378_x_at	100504701	Gm20362
1442379_at	574403	Fam196b
1442380_at	16821	Lcn4
1442381_at	NA	NA
1442382_at	328329	Mast4
1442383_at	NA	NA
1442384_at	NA	NA
1442385_at	NA	NA
1442386_at	100043911	Ppp4r1l-ps
1442387_at	NA	NA
1442388_at	76798	Srrm4os
1442389_at	243262	Oas1f
1442390_at	NA	NA
1442391_at	75058	4930519H02Rik
1442392_at	NA	NA
1442393_at	NA	NA
1442394_at	NA	NA
1442395_at	NA	NA
1442396_at	100503044	A730020M07Rik
1442397_at	74164	Nfx1
1442398_at	67196	Ube2t
1442399_at	NA	NA
1442400_at	NA	NA
1442401_at	NA	NA
1442402_at	59009	Sh3rf1
1442403_at	414095	B130034C11Rik
1442404_at	NA	NA
1442405_at	NA	NA
1442406_at	77688	9230104K21Rik
1442407_at	NA	NA
1442408_at	72043	Sulf2
1442409_at	27962	D9Wsu90e
1442410_at	277854	Depdc5
1442411_at	NA	NA
1442412_at	237806	Dnah9
1442413_at	16485	Kcna1
1442414_at	NA	NA
1442415_at	76100	5830454E08Rik
1442416_at	328087	D930001B02
1442417_at	80509	Med8
1442418_at	NA	NA
1442419_at	NA	NA
1442420_at	NA	NA
1442421_at	58212	Srrm3
1442422_at	NA	NA
1442423_at	NA	NA
1442424_at	NA	NA
1442425_at	77917	A030014E15Rik
1442426_at	218914	Wapl
1442427_at	NA	NA
1442428_at	NA	NA
1442429_at	NA	NA
1442430_at	434439	BC048562
1442431_at	NA	NA
1442432_x_at	380753	Atxn7l1
1442433_at	NA	NA
1442434_at	244418	D8Ertd82e
1442435_at	NA	NA
1442436_at	63828	Fn3k
1442437_at	NA	NA
1442438_at	NA	NA
1442439_at	97503	W91776
1442440_at	NA	NA
1442441_at	52898	Rnasek
1442442_at	NA	NA
1442443_at	NA	NA
1442444_at	NA	NA
1442445_at	71811	2610027H17Rik
1442446_at	224656	Zfp523
1442447_at	NA	NA
1442448_at	69862	1810064F22Rik
1442449_at	20538	Slc6a2
1442450_at	52346	D2Ertd501e
1442451_at	NA	NA
1442452_at	227154	Stradb
1442453_at	218503	Fcho2
1442454_at	21973	Top2a
1442455_at	97302	C79845
1442456_at	57815	Spata5
1442457_at	NA	NA
1442458_at	NA	NA
1442459_at	240322	Adamts19
1442460_at	NA	NA
1442461_at	328232	Gfod1
1442462_at	NA	NA
1442463_at	NA	NA
1442464_at	72194	Fbxl20
1442465_s_at	20744	Strbp
1442466_a_at	327655	Ppip5k1
1442467_at	78286	Nav2
1442468_at	NA	NA
1442469_at	NA	NA
1442470_at	NA	NA
1442471_at	NA	NA
1442472_at	NA	NA
1442473_at	NA	NA
1442474_at	NA	NA
1442475_at	52508	D14Ertd574e
1442476_at	12589	Ift81
1442477_at	228361	Ambra1
1442478_at	NA	NA
1442479_at	100503869	Mkln1os
1442480_at	NA	NA
1442481_at	675578	Gm9648
1442482_at	NA	NA
1442483_at	NA	NA
1442484_at	52203	D9Ertd306e
1442485_at	NA	NA
1442486_at	NA	NA
1442487_at	52453	D14Ertd24e
1442488_at	NA	NA
1442489_at	NA	NA
1442490_at	402771	C130090I23Rik
1442491_at	NA	NA
1442492_at	52003	DXErtd11e
1442493_at	NA	NA
1442494_at	98068	C79242
1442495_at	12211	Birc6
1442496_at	NA	NA
1442497_at	74355	Smchd1
1442498_at	30863	C78662
1442499_at	321022	Cdv3
1442500_at	97591	C77406
1442501_at	18189	Nrxn1
1442502_at	380916	Lrch1
1442503_at	NA	NA
1442504_at	NA	NA
1442505_at	NA	NA
1442506_at	NA	NA
1442507_at	73750	Whrn
1442508_at	216974	Proca1
1442509_at	NA	NA
1442510_at	622307	5830473C10Rik
1442511_at	233726	Ipo7
1442512_at	104445	Cdc42ep1
1442513_at	105203	Fam208b
1442514_a_at	269344|574418	Ell3|Serinc4
1442515_at	NA	NA
1442516_at	51926	D2Ertd623e
1442517_a_at	319903	9630013A20Rik
1442518_at	320796	C030044O21Rik
1442519_at	NA	NA
1442520_at	NA	NA
1442521_at	102632897	Gm30853
1442522_at	NA	NA
1442523_at	331392	Gm5124
1442524_at	NA	NA
1442525_at	67163	Ccdc47
1442526_at	97859	C77681
1442527_at	NA	NA
1442528_at	57258	Xpo4
1442529_at	NA	NA
1442530_at	NA	NA
1442531_at	52532	D12Ertd123e
1442532_at	NA	NA
1442533_at	NA	NA
1442534_at	NA	NA
1442535_at	NA	NA
1442536_at	619719	6430590A07Rik
1442537_at	NA	NA
1442538_at	NA	NA
1442539_at	NA	NA
1442540_at	96961	C77609
1442541_at	18247	Oaz2
1442542_at	14051	Eya4
1442543_at	NA	NA
1442544_at	16019	Ighm
1442545_at	NA	NA
1442546_at	319572	C730027H18Rik
1442547_at	NA	NA
1442548_at	NA	NA
1442549_at	171170	Mbnl3
1442550_at	NA	NA
1442551_at	NA	NA
1442552_at	207596	Thsd4
1442553_at	212307	Mapre2
1442554_s_at	545156	Kalrn
1442555_at	56543	Kcnd3
1442556_at	NA	NA
1442557_at	NA	NA
1442558_at	100038689	Gm10421
1442559_at	NA	NA
1442560_at	NA	NA
1442561_at	NA	NA
1442562_at	622675	Zfp827
1442563_at	60455	Tmem8
1442564_at	NA	NA
1442565_at	18526	Pcdh10
1442566_at	97871	C78878
1442567_at	268294	Zbtb24
1442568_at	NA	NA
1442569_at	NA	NA
1442570_at	NA	NA
1442571_at	100038489	Apela
1442572_at	NA	NA
1442573_at	229780	Trmt13
1442574_at	100038392	Gm10785
1442575_at	NA	NA
1442576_at	231991	Creb5
1442577_at	231855	Ap5z1
1442578_at	19725	Rfx2
1442579_at	319983	9330111N05Rik
1442580_at	319839	A530020G20Rik
1442581_at	16706	Ksr1
1442582_at	14525	Gcsam
1442583_a_at	243373	AI854703
1442584_at	100379665	9330121J05Rik
1442585_at	319321	B230220N19Rik
1442586_at	216233	Socs2
1442587_at	NA	NA
1442588_at	329217	Panct2
1442589_at	NA	NA
1442590_at	79201|79202	Tnfrsf23|Tnfrsf22
1442591_at	NA	NA
1442592_at	NA	NA
1442593_at	100043162	Gm4274
1442594_at	22137	Ttk
1442595_at	100039239	Gm2115
1442596_at	69554	Klhdc2
1442597_at	97966	C79122
1442598_at	66801	Prkrip1
1442599_at	83704	Slc12a9
1442600_at	320174	A830082K12Rik
1442601_at	56809	Gmeb1
1442602_at	NA	NA
1442603_at	NA	NA
1442604_at	319955	Ercc6
1442605_at	NA	NA
1442606_at	NA	NA
1442607_a_at	NA	NA
1442608_at	244864	Layn
1442609_at	NA	NA
1442610_at	72324	Plxdc1
1442611_at	381498	4930592C13Rik
1442612_at	402734	C730036E19Rik
1442613_at	233744	Spon1
1442614_at	16180	Il1rap
1442615_at	NA	NA
1442616_at	380977|56149	A330009N23Rik|Grasp
1442617_at	NA	NA
1442618_at	NA	NA
1442619_at	NA	NA
1442620_at	NA	NA
1442621_at	97362	C77798
1442622_at	NA	NA
1442623_at	17258	Mef2a
1442624_at	319366	C920008N22Rik
1442625_at	NA	NA
1442626_at	NA	NA
1442627_at	NA	NA
1442628_at	NA	NA
1442629_at	NA	NA
1442630_at	NA	NA
1442631_at	619548|72609	Defb42|2700070H01Rik
1442632_at	NA	NA
1442633_at	NA	NA
1442634_at	NA	NA
1442635_at	100502624	Gm13483
1442636_at	NA	NA
1442637_at	16443	Itsn1
1442638_at	NA	NA
1442639_at	NA	NA
1442640_at	327978	Slfn5
1442641_at	NA	NA
1442642_at	NA	NA
1442643_at	216850	Kdm6b
1442644_at	100038505	Gm10523
1442645_at	320707	Atp2b3
1442646_at	NA	NA
1442647_at	230584	Yipf1
1442648_at	240068	Zfp563
1442649_at	69784	1500009L16Rik
1442650_at	NA	NA
1442651_at	NA	NA
1442652_at	242037	Ankub1
1442653_at	NA	NA
1442654_at	212281	Zfp729a
1442655_at	NA	NA
1442656_at	170439	Elovl6
1442657_at	52201	D1Ertd273e
1442658_at	68198	Ndufb2
1442659_at	211712	Pcdh9
1442660_at	66053	Ppil2
1442661_at	216820|97725	Dhrs7b|C80113
1442662_at	66074	Tmem167
1442663_at	77604	Rbm12b2
1442664_at	NA	NA
1442665_at	96874	C77874
1442666_at	51990	D9Ertd12e
1442667_at	71713	Cdc40
1442668_at	NA	NA
1442669_at	NA	NA
1442670_at	NA	NA
1442671_at	NA	NA
1442672_at	75394	0610040F04Rik
1442673_at	NA	NA
1442674_at	NA	NA
1442675_at	102643251	LOC102643251
1442676_at	17161	Maoa
1442677_at	NA	NA
1442678_at	66264	Ccdc28b
1442679_at	NA	NA
1442680_at	NA	NA
1442681_at	NA	NA
1442682_at	NA	NA
1442683_at	66867	Hmg20a
1442684_x_at	66867	Hmg20a
1442685_at	NA	NA
1442686_at	NA	NA
1442687_at	78458	1700064N11Rik
1442688_at	NA	NA
1442689_at	74211	1700017B05Rik
1442690_at	70209	Tmem143
1442691_at	NA	NA
1442692_at	NA	NA
1442693_at	667823	Trim5
1442694_at	NA	NA
1442695_at	140904	Caln1
1442696_at	NA	NA
1442697_at	NA	NA
1442698_at	102635316	Gm32688
1442699_at	245944	Vps54
1442700_at	18578	Pde4b
1442701_at	NA	NA
1442702_at	NA	NA
1442703_at	381157	Greb1l
1442704_at	NA	NA
1442705_at	97852	C76938
1442706_at	56876	Nsmf
1442707_at	12322	Camk2a
1442708_at	NA	NA
1442709_at	NA	NA
1442710_at	NA	NA
1442711_at	NA	NA
1442712_at	NA	NA
1442713_at	100043812	Gm4665
1442714_at	328330	D130037M23Rik
1442715_at	NA	NA
1442716_at	52575	Trmt10c
1442717_at	NA	NA
1442718_at	NA	NA
1442719_at	71974	Prmt3
1442720_at	101055837	Gm38434
1442721_at	NA	NA
1442722_at	NA	NA
1442723_at	NA	NA
1442724_at	104993|13386	AW060763|Dlk1
1442725_at	NA	NA
1442726_s_at	103846	AI845619
1442727_at	NA	NA
1442728_at	NA	NA
1442729_at	NA	NA
1442730_at	NA	NA
1442731_at	71521	Pds5a
1442732_at	231086	Hadhb
1442733_at	382090	Cep162
1442734_at	215789	Phactr2
1442735_at	NA	NA
1442736_at	217194	Klhl11
1442737_at	102635639	Gm32926
1442738_at	232430	Crebl2
1442739_at	240120	Zfp119b
1442740_at	70779	Prdm5
1442741_at	328949	Mcc
1442742_at	235574	Atp2c1
1442743_at	56404	Trip4
1442744_at	170791	Rbm39
1442745_x_at	170791	Rbm39
1442746_at	NA	NA
1442747_at	NA	NA
1442748_at	228662	Btbd3
1442749_at	109880	Braf
1442750_at	97884	B3galnt2
1442751_at	223435	Trio
1442752_at	NA	NA
1442753_at	106869	Tnfaip8
1442754_at	77414	C030013G03Rik
1442755_at	NA	NA
1442756_at	NA	NA
1442757_at	380916	Lrch1
1442758_at	12769	Ccr9
1442759_at	11651	Akt1
1442760_x_at	NA	NA
1442761_at	NA	NA
1442762_at	330010	Ttll10
1442763_s_at	330010	Ttll10
1442764_at	225888	Suv420h1
1442765_at	NA	NA
1442766_at	NA	NA
1442767_s_at	22201	Uba1
1442768_at	268739	Arhgef40
1442769_at	109272	Mybpc1
1442770_at	268469	Zfp652
1442771_at	NA	NA
1442772_at	NA	NA
1442773_at	NA	NA
1442774_x_at	NA	NA
1442775_at	NA	NA
1442776_at	NA	NA
1442777_at	NA	NA
1442778_at	102405	AA511254
1442779_at	237880	1700071K01Rik
1442780_at	NA	NA
1442781_at	NA	NA
1442782_at	NA	NA
1442783_x_at	271842	Rpusd2
1442784_at	NA	NA
1442785_at	NA	NA
1442786_s_at	52822	Rufy3
1442787_at	NA	NA
1442788_at	70292	Afap1
1442789_at	NA	NA
1442790_at	NA	NA
1442791_x_at	NA	NA
1442792_x_at	74919	Slc35f6
1442793_s_at	21379	Tbrg4
1442794_at	NA	NA
1442795_x_at	67690	Prss37
1442796_at	75329	Atf7ip2
1442797_x_at	73381	Cmtm2a
1442798_x_at	212032	Hk3
1442799_x_at	209586	Nudcd3
1442800_x_at	58238	Fam181b
1442801_x_at	67623	Tm7sf3
1442802_x_at	53761	Prrc2a
1442803_at	19364	Rad51d
1442804_at	14191	Fgr
1442805_at	319846	A130086G11Rik
1442806_at	77336	9430030N17Rik
1442807_at	NA	NA
1442808_at	27366	Txnl4a
1442809_at	20274	Scn9a
1442810_x_at	20274	Scn9a
1442811_at	68799	Rgmb
1442812_at	433844	Gm10482
1442813_at	NA	NA
1442814_at	100504206	Gm16055
1442815_at	NA	NA
1442816_at	54710	Hs3st3b1
1442817_at	319659	A730091E23Rik
1442818_at	NA	NA
1442819_at	230726	Rhbdl2
1442820_at	NA	NA
1442821_at	NA	NA
1442822_at	NA	NA
1442823_at	NA	NA
1442824_at	399593	8030497I03Rik
1442825_at	NA	NA
1442826_at	NA	NA
1442827_at	21898	Tlr4
1442828_at	15950	Ifi203
1442829_at	NA	NA
1442830_at	NA	NA
1442831_at	NA	NA
1442832_at	237615	Ankrd52
1442833_at	52238	D15Ertd30e
1442834_at	NA	NA
1442835_at	100503961	Gm19990
1442836_at	65246	Xpo7
1442837_at	NA	NA
1442838_at	100038601	Gm11691
1442839_at	NA	NA
1442840_at	52379	D4Ertd669e
1442841_at	NA	NA
1442842_at	66667	Hspbap1
1442843_at	74086	4933411D12Rik
1442844_at	402767	A830052D11Rik
1442845_at	320395	C130075A20Rik
1442846_at	NA	NA
1442847_at	NA	NA
1442848_at	NA	NA
1442849_at	16971	Lrp1
1442850_at	102254	AU045717
1442851_at	97649	C79818
1442852_at	NA	NA
1442853_at	193838	Eme2
1442854_at	NA	NA
1442855_at	320615	Dopey1
1442856_at	223780	Adm2
1442857_at	NA	NA
1442858_at	105689	Mycbp2
1442859_at	NA	NA
1442860_at	217480	Dgkb
1442861_at	NA	NA
1442862_at	68339	Ccdc88c
1442863_at	319734	Cacna2d4
1442864_at	26379	Esrra
1442865_at	331374	Dgkk
1442866_at	226594	Rcsd1
1442867_at	NA	NA
1442868_at	330164	C130026L21Rik
1442869_at	231134	Dok7
1442870_at	NA	NA
1442871_at	102636217	Gm26806
1442872_at	215194	Kri1
1442873_at	60344	Fign
1442874_at	NA	NA
1442875_at	102634243	Gm31875
1442876_at	NA	NA
1442877_at	NA	NA
1442878_at	11758	Prdx6
1442879_at	NA	NA
1442880_at	NA	NA
1442881_at	66961	Neat1
1442882_at	NA	NA
1442883_s_at	216169	Abhd17a
1442884_at	15234	Hgf
1442885_at	235623	Scap
1442886_at	101214	Tra2a
1442887_at	72585|98471	Lypd1|AI853363
1442888_at	NA	NA
1442889_at	NA	NA
1442890_at	NA	NA
1442891_at	102685	AU023386
1442892_at	NA	NA
1442893_at	NA	NA
1442894_at	330355	Dnah6
1442895_at	NA	NA
1442896_at	NA	NA
1442897_at	225358	Fam13b
1442898_at	NA	NA
1442899_at	NA	NA
1442900_at	NA	NA
1442901_at	52440	Tax1bp1
1442902_at	217341	Qrich2
1442903_at	106967	4732423E21Rik
1442904_at	54371	Chst2
1442905_at	NA	NA
1442906_at	NA	NA
1442907_at	NA	NA
1442908_at	NA	NA
1442909_at	NA	NA
1442910_at	NA	NA
1442911_at	NA	NA
1442912_at	100327266	9430064I24Rik
1442913_at	102634995	Gm32444
1442914_at	232286	Tmf1
1442915_at	110895	Slc9a4
1442916_at	NA	NA
1442917_at	100040792	Gm11627
1442918_at	260315	Nav3
1442919_at	268396	Sh3pxd2b
1442920_at	16599	Klf3
1442921_at	NA	NA
1442922_at	231600	Chfr
1442923_at	20459	Ptk6
1442924_at	NA	NA
1442925_at	233789	Smg1
1442926_at	100503727	1700011B04Rik
1442927_at	19229	Ptk2b
1442928_at	NA	NA
1442929_at	NA	NA
1442930_at	98662	AW061147
1442931_at	NA	NA
1442932_at	97373	C79709
1442933_at	68837	Foxk2
1442934_at	97314	C81608
1442935_at	NA	NA
1442936_at	NA	NA
1442937_at	97214	C77190
1442938_at	52546	D12Ertd247e
1442939_at	51869	Rif1
1442940_at	213811	BC002059
1442941_at	97690	C77027
1442942_at	22384	Eif4h
1442943_at	74270	Usp20
1442944_at	97125	C76555
1442945_at	70267	2010109K09Rik
1442946_at	NA	NA
1442947_x_at	NA	NA
1442948_at	97073	C79452
1442949_at	NA	NA
1442950_at	NA	NA
1442951_at	NA	NA
1442952_at	NA	NA
1442953_at	NA	NA
1442954_at	235956	Zfp825
1442955_at	NA	NA
1442956_at	NA	NA
1442957_at	619312	G730013B05Rik
1442958_at	100503660	Gm19818
1442959_at	12211	Birc6
1442960_at	224116	Muc20
1442961_at	NA	NA
1442962_at	102989	AU022052
1442963_at	18803	Plcg1
1442964_at	NA	NA
1442965_at	NA	NA
1442966_at	NA	NA
1442967_at	102226	AU020147
1442968_at	52307	D9Ertd241e
1442969_at	NA	NA
1442970_at	207278	Fchsd2
1442971_at	407823	Baz2b
1442972_at	NA	NA
1442973_at	98118	C80865
1442974_at	52223	D6Ertd160e
1442975_at	NA	NA
1442976_at	NA	NA
1442977_at	NA	NA
1442978_at	17475	Mpdz
1442979_at	NA	NA
1442980_at	NA	NA
1442981_at	NA	NA
1442982_at	320234	Ccdc66
1442983_at	NA	NA
1442984_at	97723	C80060
1442985_at	NA	NA
1442986_at	NA	NA
1442987_at	NA	NA
1442988_at	102634034	Gm31718
1442989_at	NA	NA
1442990_at	NA	NA
1442991_at	280645	B3gat2
1442992_at	403343	130004C03
1442993_at	67733	Itgb3bp
1442994_at	NA	NA
1442995_at	NA	NA
1442996_x_at	NA	NA
1442997_at	NA	NA
1442998_at	NA	NA
1442999_at	408070	B930036G03Rik
1443000_at	56790	Supt20
1443001_at	96967	C78344
1443002_at	22763	Zfr
1443003_at	NA	NA
1443004_at	NA	NA
1443005_at	21417	Zeb1
1443006_at	NA	NA
1443007_at	NA	NA
1443008_at	76626	Msi2
1443009_at	NA	NA
1443010_at	NA	NA
1443011_at	214572	Prmt7
1443012_at	NA	NA
1443013_at	NA	NA
1443014_at	74574	Lvrn
1443015_at	74734	Rhoh
1443016_at	NA	NA
1443017_at	231207	Cpeb2
1443018_at	NA	NA
1443019_at	102633981	Gm31674
1443020_at	219150	Hmbox1
1443021_at	107885	Mthfs
1443022_at	67590	Tctn3
1443023_at	NA	NA
1443024_at	NA	NA
1443025_at	NA	NA
1443026_at	NA	NA
1443027_at	NA	NA
1443028_at	67557	Larp6
1443029_at	67533	Ppfibp1
1443030_at	237339	L3mbtl3
1443031_at	NA	NA
1443032_at	NA	NA
